ID,Date,Text
-18901857,1577080802,"Всем, кто хотел задать вопрос Андрею Константинову, но не знал, как это сделать: в эту пятницу «Итоги недели» выйдут в интерактивном формате. Оставляйте свои вопросы в комментариях к этому посту, и мы передадим их ведущему. А автор «Бандитского Петербурга» и гендиректор АЖУРа ответит на самые интересные из них."
-18901857,1577214006,"Столицы России бурлят возмущением, негодованием и отвращением. В Челябинской области в день Конституции 12 декабря школьникам показали мастерство бойцов спецназа ФСИН. Мастерство владения металлическим щитом и резиновой палкой дошло в первозданном виде до столиц, при помощи YouTube, только через 12 дней. 
 
Корреспондент ""Фонтанки"" Николай Нелюбин уверен — эта история в очередной раз демонстрирует давно очевидную истину: столицы элементарно не в курсе того, из чего вообще собрана жизнь в провинции. И объясняет, почему. 
 
https://www.fontanka.ru/2019/12/24/086/?ref=vk"
-18901857,1577211600,"Музей в Соляном городке закрыт на ремонт, и неясно, когда и в каком виде откроется вновь. «Фонтанка» нашла неочевидные площадки, хранящие память о блокаде, — они расположены в центре и на окраинах, в школах, на заводах-гигантах, внутри пожарной станции и трамвайного депо. Плюшевые медведи; сохранившийся в самое голодное время кокосовый орех; трамвай, вывозивший из Ленинграда снег и нечистоты, — какие ещё здесь хранят экспонаты и какие за ними стоят истории, читайте в нашем гиде. 

https://www.fontanka.ru/longreads/blokada_museum/?ref=vk"
-18901857,1577208601,"И о новогодней погоде. По данным Гидрометцентра в последний день 2019 года Петербург «украсят» дождь и слякоть. Но синоптики предупреждают – заглядывать на неделю вперед не стоит. 

https://www.fontanka.ru/2019/12/24/101/?ref=vk"
-18901857,1577206810,"Гид по наиболее популярным российским курортам, склоны которых ближе, чем кажется. Важный плюс: поскольку границ нет, то и виза для поездки не понадобится.
 
https://www.fontanka.ru/longreads/katatsya_na_gotnih_lizhah_russia/?ref=vk 
 
Это партнерский материал."
-18901857,1577205002,"Появилось видео драки в автобусе, которая закончилась стрельбой. Конфликт произошел из-за того, что один мужчина не оплатил проезд, а второй решил проучить ""зайца"". Драчуны вышли на улицу, где и раздались выстрелы. Полиция ищет стрелка. 

https://www.fontanka.ru/2019/12/24/117/?ref=vk"
-18901857,1577204100,"Минздрав хочет запретить пациентам больниц принимать друзей и коллег. Пускать в палаты и реанимацию будут только родственников и законных представителей, причем не больше двух человек сразу. Причём если пациент не захочет видеть родственников, то медорганизация должна будет им отказать. 
 
Как вам такая инициатива?"
-18901857,1577202000,"Смольный показал главный документ мусорной реформы — территориальную схему. Николай Кудин и Ирина Корбат изучили ее — там многомиллиардная стройка, устаревшие данные и сюрприз для Ленобласти. 

Читая этот текст, помните — без этого документа долгожданная реформа просто не запустится. 

https://www.fontanka.ru/2019/12/24/094/?ref=vk"
-18901857,1577200793,"Корреспондент ""Фонтанки"" Венера Галеева сейчас едет в том самом крымском поезде ""Таврия"" по маршруту Петербург-Севастополь. Состав прибыл в Ростов и пассажиры развлекаются патриотичными песнями под гармонь."
-18901857,1577198400,"В аэропорту «Пулково» с 1 января 2020 года будет действовать режим седьмой свободы воздуха. Из Северной столицы без ограничений можно будет улететь в 21 страну, а в еще 9 стран полеты будут разрешены, за исключением столиц и крупных городов. 

Посмотрите полный список и планируйте путешествия :)

https://www.fontanka.ru/2019/12/24/112/?ref=vk"
-18901857,1577197802,
-18901857,1577196133,"«Че, реально все?» – воскликнул рэпер Оксимирон, когда огласили приговор участнику ""московского дела"" Самариддину Раджабову. За брошенную на митинге пластиковую бутылку он останется на свободе, но заплатит штраф. Другому фигуранту, Сергею Суровцеву, повезло меньше. 

https://www.fontanka.ru/2019/12/24/109/?ref=vk"
-18901857,1577193371,"Линия скоростного трамвая Колпино - «Шушары» готова на бумаге, но у комитета нет денег на проектирование депо — их чиновники надеются получить только через год. Трамвай с остановкой в чистом поле построить не дадут. 

Разбираемся, что же сейчас происходит с маршрутом Колпино - «Шушары». 

https://www.fontanka.ru/2019/12/23/112/?ref=vk"
-18901857,1577192126,"«По сути, это город на территории нашей страны, который не достроен», — заявил глава Фонда Олег Говорун."
-18901857,1577191368,
-18901857,1577189597,"В Петербурге неудачно прошли роды в квартире. По словам акушерки, все было «идеально», со «свечами и музыкой». Младенец родился живым, открыл глаза, у него билось сердце, но через несколько мгновений он внезапно умер. 

https://www.fontanka.ru/2019/12/24/028/?ref=vk"
-18901857,1577187600,"Дед Мороз недостаточно сказочный и трезвый, Снегурочка тычется в телефон, пока ребенок рассказывает стишок, а вата из бороды уже рассыпалась по всему дому? Такое себе чудо...
 
Как правильно выбрать новогодних персонажей, чтобы это был точно Дед Мороз, а не просто мужик в красной куртке и сапогах? Обратите внимание на эти пункты."
-18901857,1577185231,"Сидите без работы? А хотите зарплату в 150 тысяч? Или наоборот — собрать команду высококлассных экспертов? «Газпром нефть» развивает интернет-платформу «Профессионалы 4.0» – первую в России площадку для привлечения в крупный бизнес молодых профессионалов на временной основе.

Директор по развитию проекта Николай Долгов рассказал «Фонтанке», как устроены и кому нужны «Профессионалы». Поучаствовать может любой. 

https://www.fontanka.ru/2019/12/24/058/?ref=vk"
-18901857,1577183739,"Новости, которые уже не удивляют. Мост глупости, тот, что на Боровой, ""съел"" фуру. На место приезжали сотрудники ГИБДД и, как сказал очевидец, «стояли вместе с водилой, чесали репу».

https://www.fontanka.ru/2019/12/24/066/?ref=vk"
-18901857,1577181045,"Фонд содействия строительству культовых сооружений РПЦ в Петербурге, уже потративший 1,6 млрд рублей на церковные объекты, готовит несколько предложений для городских властей. Веса этим не слишком новым идеям придает статус создателей фонда, которые значатся менеджерами в «Газпроме».

В планах — 170-метровая колокольня Смольного собора и возвращение памятника императору Александру III на площадь Восстания.

https://www.fontanka.ru/2019/12/24/027/?ref=vk"
-18901857,1577178547,"Летом этого года на Урале мужчина отрубил головы домашним кошкам Кокосу и Муре после ссоры с женой. Фото с трупами животных мужчина отправил жене с подписью «С тобой будет то же самое».

Дело сначала закрыли, но теперь вспыльчивого супруга будут судить заново. 

https://www.fontanka.ru/2019/12/24/041/?ref=vk"
-18901857,1577175322,"Декабрьское тепло разбудило насекомых: петербуржцы замечают бабочек, которые залетают к ним в квартиры. Впрочем, специалисты уверены, что никакой аномалии в этом нет. 

https://www.fontanka.ru/2019/12/24/022/?ref=vk"
-18901857,1577172705,"Тёплая погода в ближайшие дни не собирается уходить из Петербурга. Пик «декабрьской жары» синоптики прогнозируют завтра. 

https://www.fontanka.ru/2019/12/24/012/?ref=vk"
-18901857,1577167208,"В Петербурге полным ходом идет кампания по перезаключению договоров с операторами штрафстоянок — участниками чуть ли не самого странного рынка в городе. борьба за право работать на этом рынке идет нешуточная. Об интересе к штрафстоянкам внезапно заявил знаковый партнер госструктур ООО «Бронка групп». Новый игрок оживит или уничтожит бизнес, который и так уже показывает одни убытки. 
 
https://www.fontanka.ru/2019/12/23/041/?ref=vk"
-18901857,1577163606,"Полиция Красносельского районе разбирается с нарушителем, который за несколько минут сумел обидеть троих пешеходов. Ощутив недостаток ораторских способностей, он схватился за пистолет, а потом и вовсе пошёл на таран. 
 
23-летнего Мурада Гусейнова из Дагестана, молодого и горячего, задержали и отвезли в отдел. 
 
https://www.fontanka.ru/2019/12/23/127/?ref=vk"
