ID,Date,Text
-35068738,2019-12-23T12:14:50.000Z,Поехали в Крым теперь и на поезде! Владимир Путин открыл ж/д сообщение по Крымскому мосту. Поезд с президентом России отправился из Керчи в Тамань.  На данный момент мост в Крым является самым протяжённым в России – его длина составляет 19 километров. Автомобильная часть моста была открыта 16 мая прошлого года.
-35068738,2019-12-24T20:04:27.000Z,Ревазов Арсен — это арт-фотограф предприниматель и писатель-фантаст. На выставке представлено около 100 его фотопроизведений большинство из которых впервые показаны в России. Подробнее: https://s.m24.ru/XDeNSt
-35068738,2019-12-24T19:04:23.000Z,Дети не посещают школу и почти не выходят на улицу в квартире нет электричества. В таких условиях живёт многодетная семья на юго-западе столицы. Почему?
-35068738,2019-12-24T18:32:38.000Z,Поезда в новогоднем оформлении уже вовсю ездят в метро радуют москвичей. Вам попадались? На какой линии?  Фото: АГН «Москва»
-35068738,2019-12-24T18:02:50.000Z,Человек который мотивирует. Сегодня мы вспоминаем актёра режиссёра сценариста Леонида Филатова — в этот день он родился. Его не могли сбить с выбранного пути ни промахи ни даже болезнь.
-35068738,2019-12-24T17:28:50.000Z,💫 Более 6 тысяч украшенных автобусов троллейбусов электробусов такси и поездов метро! Успейте прокатиться на транспорте в новогоднем оформлении. Праздник к нам приходит!Подробнее: https://s.m24.ru/GCf8pi
-35068738,2019-12-24T16:02:21.000Z,Похоже у этого водителя слишком много прав.
-35068738,2019-12-24T15:03:17.000Z,Грише всего два года а бросили его уже дважды. Сначала от ребёнка отказалась родная мать а затем приёмная. Малышу ищут семью.
-35068738,2019-12-24T13:59:47.000Z,После того как видео «самого грустного праздника в Красноярске» попало в сеть местные жители пообещали прийти на «вечеринку» — сообщают СМИ.  На видео аниматоры в костюмах слона собаки и свиньи танцуют на сцене для гостей которых нет. Как отметили журналисты «новогоднее шоу» проходит каждые выходные в городском парке.
-35068738,2019-12-24T12:59:53.000Z,Пациенты с муковисцидозом смогут получить денежную компенсацию на лекарства чтобы купить их самостоятельно. Об этом сообщила заммэра Москвы по вопросам социального развития Анастасия Ракова. Такая мера поможет обеспечить препаратами людей с этим диагнозом в полной мере. Подробнее: https://s.m24.ru/qAY2xf  Фото: портал мэра и правительства Москвы/Евгений Самарин
-35068738,2019-12-24T12:31:38.000Z,🖋 Эти строки заставят нас взглянуть по-новому на подвиг наших предков. Мы собираем уникальный электронный архив писем военных лет #ПисьмаПобеды75. Присоединяйтесь на pismapobedy.ru — это останется с нами навсегда.
-35068738,2019-12-24T11:51:01.000Z,Оригинальный способ решить демографическую проблему нашёл Владимир Путин. Шутливое предложение прозвучало на совещании по развитию с/х отрасли.
-35068738,2019-12-24T11:26:19.000Z,НЕДЕТСКИЕ ИГРУШКИ Смартфоны вредят детям больше чем мы думаем. Это доказали российские учёные.  Что они обнаружили за годы исследований? Как гаджеты влияют на здоровье? В каком возрасте ребёнку можно дарить смартфон? И возможно ли оградить детей от современных технологий? Смотрите «Вечер» в 20:00 на канале [club35068738|Москва 24]. А пока хотим спросить у вас: Фото: shutterstock
-35068738,2019-12-24T11:01:46.000Z,Срубить под самый корешок — это лишь полдела. Как довезти красавицу? Об этом наша памятка.
-35068738,2019-12-24T10:31:24.000Z,🚇 В новогоднюю ночь ездим на общественном транспорте бесплатно! На метро МЦК и наземных маршрутах можно не платить с 20 часов 31 декабря до 6 утра 1 января. Об этом сообщил Сергей Собянин на своей странице «ВКонтакте». Подробнее: https://s.m24.ru/wDlPPF  Фото: портал мэра и правительства Москвы
-35068738,2019-12-24T09:59:44.000Z,Крепкий сон — залог здоровья. Но только не в том случае когда ты уснул за рулём!
-35068738,2019-12-24T09:01:30.000Z,«Закрой рот и убери телефон! Не мешай работать!». В Астраханской области врач около часа не принимал пациента который пострадал в ДТП. Сотрудники скорой довезли больного до ближайшего мед.учреждения но им рекомендовали ехать в другие населённые пункты.  Пациента всё-таки приняли. По предварительной информации он сейчас в реанимации и его жизни ничего не угрожает. Врача отстранили от работы на время проверки.
-35068738,2019-12-24T08:11:05.000Z,«Наркоз ещё не отошёл возможно завтра пожалею о своём откровении но если мой пост убережёт хоть несколько девушек от установки имплантов значит все не зря». Ведущую [club2397061|Леру Кудрявцеву] прооперировали из-за разрыва грудного импланта. Об этом она сама рассказала в своём Instagram. В посте ведущая попыталась призвать девушек не делать пластические операции на груди.Фото: instagram.com/leratv
-35068738,2019-12-24T07:02:33.000Z,Здесь появится самый протяжённый эскалатор в Москве! Новая станция БКЛ «Шереметьевская» сейчас активно строится. Работы очень сложные потому их ведут на большой глубине. И такая станция на Большой кольцевой будет не одна.
-35068738,2019-12-24T06:20:44.000Z,Советская актриса и режиссер театра «Современник» Галина Волчек была госпитализирована в тяжелом состоянии в одну из московских клиник.Подробнее: https://s.m24.ru/WLQT5LФото: Москва 24
-35068738,2019-12-24T06:01:09.000Z,Несмотря на громкие уголовные дела число экстрасенсов растёт в геометрической прогрессии. За что их клиенты отдают десятки тысяч и даже миллионы рублей?Полную версию специального репортажа «Чародеи» смотрите здесь: https://s.m24.ru/guG50d
-35068738,2019-12-24T05:00:20.000Z,В московском зоопарке пополнение. Дикдик краснокнижная мини-антилопа родилась ещё в ноябре. Но в свет вышла только сейчас.  Пока малыш весит всего килограмм. Отъестся в среднем до пяти.  Фото: Московский зоопарк
-35068738,2019-12-24T04:01:18.000Z,«КамАЗы» в костюмах Деда Мороза и Снегурочки и трактор Морозик. В Красноярске даже спецтехнику принарядили к Новому году.
-35068738,2019-12-24T02:57:36.000Z,Москва в депрессии — солнца мало. Что делать? Как компенсировать нехватку солнечного света?
-35068738,2019-12-23T20:55:38.000Z,«Умка где же ты?!» В честь 50-летия «Умки» [club73154028|«Союзмультфильм»] выпустил продолжение истории о белом медвежонке. Знаменитую «Колыбельную медведицы» в этот раз исполнила Лариса Долина.
-35068738,2019-12-23T20:28:00.000Z,У нас ласты и мы чиллим на яхте 😎
-35068738,2019-12-23T20:00:08.000Z,🐻🐯🐵 Мишки тигры и обезьяны тоже ждут праздник. Принесите подарок животным Московского зоопарка и получите бесплатный билет и памятное фото. 🎄🎉🎁Подробнее: https://s.m24.ru/p13WI2
-35068738,2019-12-23T19:25:21.000Z,🌡☀Температура воздуха в столице достигла рекорда за 140-летнюю историю метеонаблюдений. Подробнее: https://s.m24.ru/iozwbEФото: Москва 24
-35068738,2019-12-23T18:52:20.000Z,Забирать детей из семьи — такое право хотят получить полицейские. Сейчас это разрешено только органам опеки.
-35068738,2019-12-23T18:01:01.000Z,Мебель выполненная из чучел волков продаётся в Дагестане. Один из покупателей снял её на мобильный телефон. В Сети необычная мебель вызвала много негодования...
-35068738,2019-12-23T17:36:00.000Z,Таксисты собрали народные названия районов Москвы.  У них получился такой список.  Давайте поможем таксистам лучше ориентироваться в городе! Пишите в комментариях недостающие места.
