ID,Date,Text
-23877091,1577210529,
-23877091,1577205055,"Правда и ложь про Китай, и почему невозможен союз РФ и КНР?

В студии Правды.Ру - Кирилл Котков, писатель, востоковед, переводчик, знающий 9 языков, руководитель Центра изучения стран Дальнего Востока.
Он рассказал главному редактору Правды.Ру Инне Новиковой о том, как живут люди в Китае, о том, что на самом деле население Китая составляет не 1,5 млрд, а существенно меньше. О том,  что многие открытия, которые приписывают Китаю, на самом деле не китайские изобретения. О том, какие китайцы на самом деле и почему Китай нам не партнер. Кирилл Котков считает, что у союза Китая и России нет перспектив из-за колониальных амбиций Китая. Почему пельмени - это символ богатства Китая?  Как живут соседи Китая?

https://youtu.be/DqW8nYodr_4
#правдару"
-23877091,1577203155,"Глава Российского футбольного союза (РФС) Александр Дюков рассказал о том, как воспринимает вопрос реформирования Российской премьер-лиги (РПЛ)."
-23877091,1577201610,"Почему России не нужен Нормандский формат? // Фёдоров

Способен ли Нормандский формат что-либо изменить в лучшую сторону? Как России можно восстановить суверенитет и нужно ли это делать? Как вернуть Украину? На тему Нормандского формата и возвращения суверенитета России рассуждает депутат Государственной думы Евгений Федоров.
#правдару"
-23877091,1577199902,
-23877091,1577199819,Известный российский боец смешанных единоборств Вяеслав Дацик может получить новый тюремный срок.
-23877091,1577197776,"Чемпионка мира по фигурному катанию Евгения Медведева заявила, что ее удивляют некоторые комментарии болельщиков."
-23877091,1577196826,Олимпийский чемпион Алексей Ягудин проводил в Новокузнецке мастер-класс для детей.
-23877091,1577195945,Олимпийский чемпион Алексей Ягудин проводил в Новокузнецке мастер-класс для детей.
-23877091,1577194168,Глава Олимпийского комитета России (ОКР) Станислав Поздняков рассказал о процедуре рассмотрения вопроса в CAS.
-23877091,1577192795,
