ID,Date,Text
-76982440,2019-12-24T20:00:25.000Z,С восьми вечера 31 декабря до шести утра 1 января в Москве проезд на метро МЦК и наземном транспорте будет бесплатным. А с 1 по 8 января бесплатными будут уличные парковки.
-76982440,2019-12-24T19:30:24.000Z,Работу «Осмеяние Христа» французские власти признали национальным достоянием. В течение следующих двух с половиной лет Франция должна найти 24 миллиона евро чтобы выкупить картину у победителей аукциона.
-76982440,2019-12-24T19:00:24.000Z,Главный герой Нового года конечно Дед Мороз который приходит на праздник просит прочитать стихи и дарит подарки. Стоит ли говорить ребенку что волшебник существует? Или может пора уже перестать врать? Предновогодний выпуск!
-76982440,2019-12-24T18:30:24.000Z,Источники «Медузы» заявили что министр культуры Владимир Мединский помог вернуть к показу сериал «Эпидемия» где есть сцены протестов беспорядков и расстрелов силовиками мирных жителей. Мединский утверждает что не имеет к возвращению «Эпидемии» никакого отношения
-76982440,2019-12-24T18:00:24.000Z,Президент Белоруссии Александр Лукашенко дал двухчасовое интервью «Эху Москвы». Мы послушали его за вас
-76982440,2019-12-24T17:30:24.000Z,Самариддин Раджабов который напугал полицейских пластиковой бутылкой признан виновным. Но освобожден от наказания. Репортаж из зала суда
-76982440,2019-12-24T17:00:24.000Z,Сотрудника ФБК отправили служить на Новую Землю. Мы спросили координатора организации «Гражданин и Армия» Сергея Кривенко что это было. Он говорит что это «что-то эксклюзивное какой-то спецзаказ». 
-76982440,2019-12-24T16:30:24.000Z,Этого интервью Андрея Тарковского никогда не было в интернете. Теперь к счастью есть.
-76982440,2019-12-24T16:00:24.000Z,Наша кровь тоже может «заболеть» причем болезней крови очень много — сотни. Какие они откуда берутся как их лечат? И как понять что с кровью что-то не так она ведь не болит? Об этом новый выпуск партнерского подкаста «История болезни»
-76982440,2019-12-24T15:30:24.000Z,Срочно расскажите как встречать Новый год в одиночестве!
-76982440,2019-12-24T15:00:40.000Z,Генерал-лейтенант Федеральной таможенной службы (ФТС) Александр Кизлык арестован на два месяца. По версии следствия он помогал уйти от ответственности людям занимавшимся контрабандой валюты.
-76982440,2019-12-24T14:30:24.000Z,Самариддин Раджабов на свободе!
-76982440,2019-12-24T14:00:24.000Z,30-летний IT-специалист Сергей Суровцев получил два с половиной года колонии общего режима. Суд счел доказанной версию следствия согласно которой Суровцев ударил металлическим ограждением по пальцам росгвардейца
-76982440,2019-12-24T13:16:27.000Z,❗️Фигуранта «московского дела» Самариддина Раджабова приговорили к штрафу но освободили от наказания учтя время которое подсудимый провел в СИЗО
