ID,Date,Text
-364976,1573896078,"Отличные новости, друзья! Заслуженный учитель России и один из лучших лекторов проекта «Арзамас» Тамара Эйдельман завела канал на Ютубе.

Очень круто, что такие люди появляются на площадке. На канале уже есть два выпуска «История гражданского неповиновения» и «Смертная казнь: в древнем Риме, России и мире».

Подписывайтесь на ее канал.

Вот что должно быть в трендах!

https://www.youtube.com/channel/UCNYejKoEJ84iGgXPwTBkCCg?sub_confirmation=1"
-364976,1562056160,"— Владимвладимирыч, что стало с Иркутской областью?
— Она утонула…"
-364976,1561768794,"Все норм, мы просто отдыхаем 🌊"
-364976,1561286571,
-364976,1561090574,В Нигерии плату за обучение берут пластиковыми бутылками
-364976,1561009153,"Меня зовут Андрей Трофимов. Я участвовал в акции 12-го июня, был задержан, провёл двое суток в ОМВД ""Покровское-Стрешнево"", решением Тушинского суда оштрафован на 15 000 рублей. Предлагаемый текст я написал для телеграм-группы нашего автозака: 

КАК ПОБЕДИМ?
Друзья, здравствуйте. Когда 14-го июня меня везли на вторую серию суда, у нас состоялся примечательный разговор с водителем полицейской машины: 
- Мне до пенсии всего ничего осталось. Уйду со службы - и я с вами. Только эти ваши митинги и пикеты - это всё ерунда. За оружие надо браться! 
В те дни соображал я быстро. И первая мысль была про провокацию. Вторая мысль оказалась интереснее: 
- А какая разница, провоцирует меня сержант, или правда так думает? Я-то так по любому не думаю. Поэтому отвечать надо честно. 
Итак, надо ли нам браться за оружие? Мой ответ: категорически не надо. Я владелец легального огнестрела. В ситуации Майдана я на площадь пойду. А мой карабин Сайга останется в сейфе. Причин этому две: моральная и практическая. Я думаю, что лучше быть убитым самому, чем убить другого человека. Наших оппонентов из полиции, росгвардии, и даже из центра ""Э"" я, безусловно, считаю людьми. С Патрушевым, Путиным, Пригожиным и т.д. всё не так однозначно. Но эти персонажи не имеют шансов оказаться в зоне моего доступа. 
Практическая причина не браться за оружие: наши оппоненты лучше стреляют, и у них больше стволов. Методически неправильно вступать в игры с нулевыми шансами. Играть надо в такие игры, где мы можем выиграть. Вот этим я и занимался 12-14 июня. 
 
ИНФОРМАЦИОННЫЕ ПАРТИЗАНЫ В ТЫЛУ ВРАГА 
Судя по разговорам в ОВД, информационную войну вокруг дела Голунова мы выиграли вчистую. В том, что Ивану подбросили наркотики менты, не сомневаются сами менты. Кстати, я не фанат Навального, но абсолютно все полицейские смотрят его ролики. 
Но мы далеки от победы в более общем вопросе: о моральной правоте оппозиции. Это была моя третья ходка в автозак, и всегда полицейских живо интересует вопрос: сколько нам платят за митинги? Эти люди прожили всю свою жизнь, ни разу не встретив никого, кто готов рисковать, да даже просто шевелиться не за деньги. Встреча с нами вызывает у них тяжелейший когнитивный диссонанс (перевожу: мозги у них встают раком). Я это понял ещё в первую ходку и сформулировал для себя так: В МОМЕНТ ЗАДЕРЖАНИЯ ВАША ДЕМОНСТРАЦИЯ ТОЛЬКО НАЧИНАЕТСЯ. 
 
ТРОЛЛИНГ И ЭЛЬФИНГ ПРОТИВ ЛЖИ И ВИНТИЛОВА 
Шли вторые сутки моего пребывания в КПЗ. Я там уже обжился, быт наладился, начался культурный досуг. Сижу я утром на мягком стуле, в свежевысохшей футболке, нога на ногу, с бокалом кофе в руке озираю сквозь решётку дежурную часть. Из оружейной комнаты выходит незнакомый капитан. В руках у него тяжёлая коробка с пистолетами Макарова. Офицер видит меня и охреневает: 
- Ни х@я себе, министр сидит! 
- Доброе утро! Но прекратите материться, пожалуйста. А то я полицию вызову! 
Тут капитан утратил способность не только материться, но даже и разговаривать. Но коробку с пистолетами не уронил. Кремень! Таким людям можно доверить оружие! А из комнаты дежурной части раздавался хохот и выкрики: 
- Тут не общественное место, тут можно материться! 
- Интересно, а если сюда полицию вызвать, она приедет, или нас пришлют? 
Да если бы я там двое суток бился бы об решётку и орал ""Хутин - ПУЙ!"", то для подрыва морального духа противника я сделал бы меньше (спойлер: ни пуя бы не сделал). Троллинг должен быть весёлым. 
Теперь про эльфинг. С водителем полицейской машины мы обсуждали цены на охотничьи патроны. Со старлеем подружились на почве общей любви к роднику в парке Покровское-Стрешнево. Лейтенанту было интересно послушать про расследования Голунова. А парнишка-стажёр распробовал крекеры из нашего с вами общака. А уж про начальницу дежурной части я написал целую документальную сказку. Зачем весь этот эльфинг? 
Опыт Украины показывает нам, что в конце процесса им всем выдадут боевые патроны и прикажут стрелять на поражение. Даже с близкого расстояния попасть в человека трудно, а вот промахнуться - очень легко. И никакого начальника за плечом в этот момент нет. Боец целится вам в голову или чуть выше, в зависимости от того, что он думает про вас. Если ему вспомнится только безликая толпа, орущая ему ""Фашисты!"", рука его не дрогнет. Если же в этот момент боец вспомнит странного деда, пожавшего ему руку в коридоре суда, или парня из автозака, угостившего его сигаретой, или девушку со светлым лицом, предложившую ему воду во дворе ОВД, то он выстрелит выше наших голов. 
 
О СРОКАХ НАШЕЙ ПОБЕДЫ 
Двое суток я искал в полиции и в суде сторонников путинского режима. Их нету. Друзья, это важно: сторонников режима не осталось даже среди его защитников. Вся эта прочная с виду конструкция стоит пока как та избушка у Андерсена: просто потому, что не знает, в какую сторону ей упасть. Уже можно ПЕРЕСТАВАТЬ БОЯТЬСЯ."
-364976,1561004206,"В Швеции теперь ездят грузовики беспилотники

Пока Einride могут перемещаться только между складом и терминалом, но в следующем году компания подаст заявку на расширение числа маршрутов."
-364976,1560979208,"Не лопнет и не треснет
https://amp.crimerussia.com/oligarchs/musornaya-kompaniya-chayki-mladshego-mozhet-poluchit-2-mlrd-podderzhki-ot-gosudarstva-/"
-364976,1560974806,"Сотрудники полиции пришли к участнице марша 12 июня против фабрикации уголовных дел, студентке НИУ ВШЭ Любови Лукашенко.

В среду, 17 июня, Лукашенко встретила в своем подъезде двух мужчин в гражданском, которые представились «сотрудниками уголовного розыска». Один из них показал ей удостоверение, второй отказался это делать, отметив, что оно у него «такое же, только с другой фотографией». Сотрудники полиции сообщили, что разыскивают ее для проведения опроса в связи с «митингом», после чего около получаса подробно расспрашивали Лукашенко о месте учебы, данных родителей и о том, с кем она живет.

Помимо этого, сотрудников полиции интересовало, в знает ли она организаторов, откуда она узнала об акции и с кем она туда ходила. На эти вопросы Лукашенко отвечать отказалась, после чего один из полицейских назвал ее «пушечным мясом», поинтересовался, зачем она пошла на митинг и отметил, что «лучше идти на Кремль с винтовкой», поскольку «у нас же не свободная страна». В конце беседы студентку попросили подписать объяснительную."
-364976,1560963860,"⚡️⚡️⚡️
“Доказательств нет» - говорят по госканалам

Международная следственная группа по делу малайзийского «Боинга» объявила, что в материалах дела упоминается Владислав Сурков, и обнародовала его переговоры с Александром Бородаем"
